,Fuel_type,Body_type,transmission,ownerNo,brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,seat,Color,city
3595,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,4.22,Third Party insurance,50629.0,22.38,1197,5,Silver,Delhi
3596,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,6.78,Zero Dep,63534.0,21.4,1197,5,Silver,Delhi
3597,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2018,3.0,Comprehensive,52000.0,20.3,998,5,Grey,Delhi
3598,Cng,Hatchback,Manual,1,Maruti,Maruti Alto 800,2022,4.96,Zero Dep,33695.0,31.59,796,4,Silver,Delhi
3599,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2015,4.63,Third Party,68744.0,19.0,1199,5,Silver,Delhi
3600,Petrol,Sedan,Manual,1,Honda,Honda City,2013,4.55,Third Party insurance,70000.0,16.8,1497,5,Others,Delhi
3601,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2020,7.51,Third Party,9540.0,23.84,1199,5,Red,Delhi
3602,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2017,7.75,Comprehensive,45000.0,19.12,1373,5,Maroon,Delhi
3603,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.78,Zero Dep,36861.0,21.4,1197,5,Others,Delhi
3604,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,5.5,Comprehensive,68000.0,15.9,1496,5,White,Delhi
3605,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,3.9,Comprehensive,68000.0,19.1,1197,5,Silver,Delhi
3606,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,3.95,Comprehensive,38000.0,21.21,1197,5,White,Delhi
3607,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2017,2.95,Comprehensive,39000.0,23.01,999,5,Grey,Delhi
3608,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,5.99,Comprehensive,40000.0,16.2,1199,5,Blue,Delhi
3609,Petrol,SUV,Automatic,1,MG,MG Hector Plus,2020,17.49,Comprehensive,18000.0,11.67,1451,6,White,Delhi
3610,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2019,3.99,Comprehensive,60000.0,20.51,998,5,Blue,Delhi
3611,Diesel,Sedan,Manual,1,Ford,Ford Aspire,2018,4.49,Comprehensive,40000.0,25.83,1498,5,Silver,Delhi
3612,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2018,3.0,Comprehensive,68000.0,23.95,998,5,White,Delhi
3613,Petrol,Hatchback,Manual,2,Maruti,Maruti Ignis,2017,4.49,Comprehensive,40000.0,20.89,1197,5,Blue,Delhi
3614,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,2.95,Comprehensive,37000.0,21.79,998,5,Grey,Delhi
3615,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.49,Zero Dep,21912.0,21.21,1197,5,Silver,Delhi
3616,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,2.74,Third Party,74564.0,20.36,1197,5,White,Delhi
3617,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.75,Comprehensive,48000.0,24.7,796,5,Grey,Delhi
3618,Petrol,Sedan,Automatic,1,Honda,Honda City,2017,8.01,Comprehensive,96758.0,18.0,1497,5,White,Delhi
3619,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2018,5.91,Zero Dep,60341.0,25.8,1498,5,Silver,Delhi
3620,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,4.34,Third Party,36973.0,20.4,1197,5,White,Delhi
3621,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,6.99,Comprehensive,39000.0,28.09,1248,5,White,Delhi
3622,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.71,Third Party,52514.0,18.9,998,5,Silver,Delhi
3623,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,5.55,Comprehensive,13001.0,21.5,1197,5,Grey,Delhi
3624,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,8.25,Comprehensive,72000.0,22.1,1396,5,White,Delhi
3625,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,5.99,Comprehensive,62000.0,15.9,1496,5,Silver,Delhi
3626,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2017,4.81,Comprehensive,34000.0,16.78,1496,5,Silver,Delhi
3627,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,3.85,Comprehensive,67000.0,18.0,1198,5,White,Delhi
3628,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,6.99,Comprehensive,45000.0,18.78,999,5,White,Delhi
3629,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,3.31,Comprehensive,64000.0,20.85,1197,5,White,Delhi
3630,Petrol,Hatchback,Manual,2,Chevrolet,Chevrolet Beat,2013,1.78,Comprehensive,58000.0,18.6,1199,5,Silver,Delhi
3631,Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,2017,9.25,Comprehensive,48000.0,14.8,1591,5,White,Delhi
3632,Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,2013,2.9,Comprehensive,70000.0,18.5,1197,5,Silver,Delhi
3633,Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2017,5.7,Comprehensive,59863.0,19.12,1373,5,Black,Delhi
3634,Cng,Hatchback,Manual,1,Maruti,Maruti Alto 800,2022,4.92,Zero Dep,18468.0,31.59,796,4,Silver,Delhi
3635,Petrol,Hatchback,Manual,2,Ford,Ford Freestyle,2018,5.3,Third Party,42173.0,19.0,1194,5,Silver,Delhi
3636,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2015,4.65,Comprehensive,68631.0,14.7,1496,5,White,Delhi
3637,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,3.51,Zero Dep,18833.0,22.05,796,5,Silver,Delhi
3638,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2021,5.15,Third Party,55418.0,20.89,1197,5,Silver,Delhi
3639,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.25,Third Party insurance,20000.0,20.51,998,5,Gray,Delhi
3640,Petrol,MUV,Manual,1,Renault,Renault Triber,2020,6.2,Zero Dep,53400.0,20.0,999,7,Red,Delhi
3641,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2018,3.49,Comprehensive,25000.0,23.01,999,5,Silver,Delhi
3642,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,13.85,Comprehensive,87576.0,14.1,1368,5,Silver,Delhi
3643,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2014,2.9,Comprehensive,58000.0,19.4,1198,5,Silver,Delhi
3644,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,2015,2.85,Comprehensive,75000.0,19.44,1198,7,White,Delhi
3645,Petrol,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2013,3.3,Comprehensive,69000.0,14.8,1598,5,White,Delhi
3646,Diesel,SUV,Manual,1,Mahindra,Mahindra Thar,2015,5.49,Comprehensive,20000.0,16.55,2498,6,Black,Delhi
3647,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,3.65,Comprehensive,45000.0,22.05,796,5,White,Delhi
3648,Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire Tour,2021,6.5,Third Party insurance,20000.0,26.55,1197,5,White,Delhi
3649,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2015,4.49,Comprehensive,70000.0,23.65,1248,5,White,Delhi
3650,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,5.99,Comprehensive,72000.0,19.0,1199,5,White,Delhi
3651,Diesel,SUV,Automatic,0,MG,MG Gloster,2023,46.45,Comprehensive,7800.0,12.04,1996,6,Grey,Delhi
3652,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,4.99,Comprehensive,25000.0,20.09,1199,5,Silver,Delhi
3653,Petrol,SUV,Automatic,1,Lexus,Lexus RX,2020,88.0,Comprehensive,19000.0,18.8,3456,5,Black,Delhi
3654,Petrol,Sedan,Automatic,1,Skoda,Skoda Slavia,2022,13.58,Zero Dep,11332.0,18.07,999,5,Others,Delhi
3655,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.6,Comprehensive,25456.0,21.4,1197,5,Blue,Delhi
3656,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2013,2.75,Comprehensive,65000.0,21.79,998,5,Grey,Delhi
3657,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,5.86,Zero Dep,93616.0,19.0,1199,5,Silver,Delhi
3658,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2017,4.63,Comprehensive,74134.0,26.0,998,5,Silver,Delhi
3659,Petrol,SUV,Automatic,1,Renault,Renault Duster,2018,6.99,Comprehensive,70000.0,14.99,1498,5,Brown,Delhi
3660,Diesel,Hatchback,Manual,2,Maruti,Maruti Baleno,2018,5.93,Zero Dep,62411.0,27.39,1248,5,Blue,Delhi
3661,Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,10.5,Third Party insurance,56000.0,12.3,1796,5,White,Delhi
3662,Diesel,SUV,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,5.67,Third Party,63661.0,25.32,1198,5,Silver,Delhi
3663,Petrol,SUV,Automatic,1,MG,MG Hector Plus,2021,17.5,Comprehensive,24000.0,18.59550782650257,1451,6,White,Delhi
3664,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,16.5,Comprehensive,14000.0,17.88,1498,5,White,Delhi
3665,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2017,9.3,Third Party insurance,70000.0,16.0,1997,7,Others,Delhi
3666,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,7.49,Comprehensive,50000.0,17.5,1199,5,Silver,Delhi
3667,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2011,2.49,Comprehensive,74000.0,15.04,1598,5,White,Delhi
3668,Diesel,SUV,Manual,1,Tata,Tata Hexa,2018,8.99,Comprehensive,70000.0,17.6,2179,7,Blue,Delhi
3669,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,2.25,Third Party insurance,65000.0,19.81,1086,5,Silver,Delhi
3670,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2015,3.99,Comprehensive,40000.0,27.39,1248,5,Grey,Delhi
3671,Petrol,Hatchback,Manual,3,Chevrolet,Chevrolet Spark,2010,80.0,Third Party insurance,60000.0,18.0,995,5,Others,Delhi
3672,Petrol,Sedan,Automatic,3,Honda,Honda City,2010,2.25,Comprehensive,81000.0,16.8,1497,5,Grey,Delhi
3673,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2012,1.37,Third Party insurance,80000.0,19.7,796,5,White,Delhi
3674,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,3.89,Comprehensive,107539.0,23.4,1248,5,Silver,Delhi
3675,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.48,Comprehensive,52059.0,21.4,1197,5,White,Delhi
3676,Petrol,SUV,Manual,1,MG,MG Hector,2021,16.95,Third Party insurance,70000.0,15.81,1451,5,Gray,Delhi
3677,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,8.74,Zero Dep,5732.0,21.0,1197,5,Blue,Delhi
3678,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2018,5.96,Comprehensive,53034.0,19.5,1199,5,White,Delhi
3679,Petrol,Sedan,Manual,3,Honda,Honda City,2009,1.79,Third Party insurance,80000.0,17.0,1497,5,White,Delhi
3680,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2017,5.01,Zero Dep,66462.0,21.4,1197,5,Blue,Delhi
3681,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2013,5.75,Third Party insurance,70000.0,15.1,2179,7,Others,Delhi
3682,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,4.95,Third Party,52444.0,21.4,1197,5,Red,Delhi
3683,Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2014,5.0,Third Party insurance,60000.0,14.0,2179,7,Others,Delhi
3684,Petrol,SUV,Automatic,2,MG,MG Hector,2019,15.0,Third Party insurance,40000.0,13.96,1451,5,Others,Delhi
3685,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.25,Third Party insurance,10000.0,20.7,1197,5,Others,Delhi
3686,Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,2022,10.3,Third Party insurance,10000.0,17.03,1462,5,Others,Delhi
3687,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,6.5,Third Party insurance,70000.0,28.09,1248,5,Others,Delhi
3688,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2014,4.5,Comprehensive,14000.0,18.9,1197,5,Red,Delhi
3689,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2019,6.89,Third Party insurance,39500.0,21.7,1498,5,Silver,Delhi
3690,Petrol,Sedan,Manual,1,Skoda,Skoda Octavia,2018,12.5,Comprehensive,64213.0,16.7,1395,5,White,Delhi
3691,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2021,3.1,Third Party insurance,20000.0,22.05,796,5,Others,Delhi
3692,Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,12.0,Comprehensive,60000.0,16.5,1353,5,White,Delhi
3693,Diesel,Pickup Trucks,Manual,1,Isuzu,Isuzu D-Max,2018,12.8,Third Party insurance,120000.0,12.4,2499,5,Gray,Delhi
3694,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,4.52,Zero Dep,48768.0,18.9,1197,5,White,Delhi
3695,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2020,4.04,Comprehensive,91970.0,25.24,998,5,White,Delhi
3696,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2023,20.25,Comprehensive,7100.0,17.9,1482,5,White,Delhi
3697,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.73,Zero Dep,34936.0,21.4,1197,5,Red,Delhi
3698,Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2011,2.52,Third Party,64071.0,16.7,1198,5,Grey,Delhi
3699,Petrol,SUV,Manual,1,Honda,Honda WR-V,2022,9.5,Comprehensive,10000.0,16.5,1199,5,White,Delhi
3700,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2018,6.33,Zero Dep,60443.0,21.4,1197,5,Blue,Delhi
3701,Petrol,Sedan,Automatic,1,Honda,Honda City,2017,8.75,Comprehensive,56000.0,18.0,1497,5,Grey,Delhi
3702,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,4.13,Comprehensive,10056.0,22.38,1197,5,Silver,Delhi
3703,Petrol,Sedan,Manual,1,Honda,Honda City,2020,11.0,Comprehensive,13000.0,17.4,1497,5,White,Delhi
3704,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2020,12.5,Comprehensive,80000.0,18.59550782650257,1493,5,Silver,Delhi
3705,Diesel,SUV,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2019,41.5,Third Party insurance,53000.0,15.68,1999,5,White,Delhi
3706,Petrol,SUV,Manual,2,Maruti,Maruti Grand Vitara,2012,6.5,Third Party insurance,110000.0,10.4,2393,5,Others,Delhi
3707,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.0,Third Party insurance,60000.0,18.9,998,5,Others,Delhi
3708,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2022,57.0,Comprehensive,22000.0,16.9,1496,5,White,Delhi
3709,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,7.13,Third Party insurance,30000.0,22.38,1197,5,Others,Delhi
3710,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2015,5.15,Third Party insurance,90000.0,15.63,1499,5,Others,Delhi
3711,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,6.0,Third Party insurance,50000.0,21.01,1197,5,Others,Delhi
3712,Diesel,SUV,Automatic,1,Tata,Tata Harrier,2022,20.9,Comprehensive,22000.0,14.6,1956,5,Black,Delhi
3713,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,6.9,Third Party insurance,48000.0,19.12,1373,5,Silver,Delhi
3714,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.13,Comprehensive,35467.0,21.4,1197,5,Blue,Delhi
3715,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,8.5,Comprehensive,54481.0,17.0,1591,5,Silver,Delhi
3716,Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2022,8.35,Comprehensive,24000.0,20.15,1462,5,Grey,Delhi
3717,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,4.39,Comprehensive,76181.0,18.9,1197,5,Others,Delhi
3718,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,7.2,Comprehensive,23842.0,21.01,1197,5,Silver,Delhi
3719,Petrol,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2022,9.42,Third Party insurance,20000.0,17.03,1462,5,Others,Delhi
3720,Petrol,Sedan,Automatic,1,Honda,Honda City,2014,5.38,Comprehensive,94407.0,18.0,1497,5,White,Delhi
3721,Petrol,Sedan,Manual,1,Hyundai,Hyundai Accent,2009,1.0,Third Party insurance,80000.0,16.36,1495,5,Others,Delhi
3722,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.91,Third Party insurance,124245.0,21.4,1197,5,Red,Delhi
3723,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2022,9.25,Comprehensive,5100.0,18.3,1199,5,Silver,Delhi
3724,Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,2022,10.6,Third Party insurance,30000.0,17.03,1462,5,Gray,Delhi
3725,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2012,9.0,Third Party insurance,120000.0,13.0,2982,7,Others,Delhi
3726,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,6.7,Comprehensive,50000.0,24.3,1248,5,Grey,Delhi
3727,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,5.0,Comprehensive,89698.0,18.88,999,5,Grey,Delhi
3728,Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,12.5,Third Party insurance,18000.0,16.55,1968,5,Silver,Delhi
3729,Petrol,Hatchback,Manual,3,Maruti,Maruti Swift,2009,1.1,Third Party insurance,100000.0,16.1,1298,5,White,Delhi
3730,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,1.5,Third Party insurance,60000.0,17.92,1086,5,Silver,Delhi
3731,Diesel,SUV,Automatic,2,Ford,Ford Endeavour,2019,32.0,Third Party insurance,30000.0,10.91,3198,7,White,Delhi
3732,Lpg,Hatchback,Manual,1,Hyundai,Hyundai i10,2014,2.4,Third Party insurance,30000.0,19.0,1086,5,Others,Delhi
3733,Petrol,Sedan,Manual,3,Honda,Honda City,2014,4.6,Third Party insurance,100000.0,17.4,1497,5,Others,Delhi
3734,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.11,Comprehensive,58193.0,18.9,1197,5,Silver,Delhi
3735,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2017,4.81,Comprehensive,68621.0,21.4,1197,5,Silver,Delhi
3736,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,6.7,Third Party insurance,50000.0,17.5,1199,5,Others,Delhi
3737,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,7.24,Comprehensive,23399.0,21.01,1197,5,Others,Delhi
3738,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2017,5.46,Third Party insurance,60915.0,17.19,1197,5,White,Delhi
3739,Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2018,7.99,Comprehensive,44000.0,17.5,1373,7,White,Delhi
3740,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2013,2.78,Comprehensive,101297.0,16.47,1198,5,White,Delhi
3741,Petrol,Sedan,Automatic,1,Honda,Honda City,2023,15.75,Third Party insurance,10000.0,18.4,1498,5,Others,Delhi
3742,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2013,2.61,Third Party,73883.0,19.4,1198,5,Brown,Delhi
3743,Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2014,4.15,Third Party insurance,75000.0,14.0,2179,7,Black,Delhi
3744,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,3.99,Comprehensive,69000.0,25.32,1198,5,Silver,Delhi
3745,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i10,2011,2.2,Comprehensive,58632.0,16.95,1197,5,White,Delhi
3746,Petrol,Sedan,Automatic,1,Honda,Honda Civic,2011,3.3,Comprehensive,41352.0,13.9,1799,5,Silver,Delhi
3747,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,4.35,Comprehensive,37000.0,19.1,1197,5,Silver,Delhi
3748,Petrol,SUV,Automatic,1,MG,MG Hector,2021,17.5,Third Party insurance,20100.0,18.59550782650257,1451,5,Red,Delhi
3749,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2019,14.75,Third Party insurance,50000.0,15.1,2179,7,White,Delhi
3750,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,4.5,Third Party insurance,90000.0,20.89,1197,5,White,Delhi
3751,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,44.0,Comprehensive,7800.0,11.9,1950,5,Black,Delhi
3752,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,3.8,Third Party insurance,120000.0,26.59,1248,5,Others,Delhi
3753,Cng,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2010,95.0,Third Party insurance,120000.0,17.0,1086,5,Gray,Delhi
3754,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,6.75,Zero Dep,59014.0,21.01,1197,5,White,Delhi
3755,Petrol,Hatchback,Automatic,1,Honda,Honda Brio,2017,5.27,Zero Dep,43148.0,16.5,1198,5,Brown,Delhi
3756,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2019,29.9,Comprehensive,79000.0,12.62,2198,7,White,Delhi
3757,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,3.8,Comprehensive,89352.0,22.41,1197,5,Red,Delhi
3758,Petrol,Sedan,Manual,1,Tata,Tata Tigor,2021,6.89,Third Party,38511.0,19.28,1199,5,Silver,Delhi
3759,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,24.0,Comprehensive,54000.0,15.26,2143,5,Black,Delhi
3760,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.74,Zero Dep,66584.0,21.4,1197,5,Orange,Delhi
3761,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,25.5,Third Party insurance,48000.0,10.91,3198,7,Black,Delhi
3762,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2020,5.77,Third Party,19418.0,20.89,1197,5,Blue,Delhi
3763,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,25.5,Comprehensive,72000.0,14.74,1991,5,Black,Delhi
3764,Petrol,Sedan,Automatic,1,Toyota,Toyota Yaris,2018,8.95,Comprehensive,23000.0,17.8,1496,5,Red,Delhi
3765,Petrol,Sedan,Manual,1,Nissan,Nissan Sunny,2012,2.5,Third Party insurance,50000.0,16.95,1498,5,Silver,Delhi
3766,Diesel,SUV,Manual,1,Kia,Kia Sonet,2022,10.25,Third Party insurance,20000.0,18.59550782650257,1493,5,Others,Delhi
3767,Petrol,Sedan,Manual,1,Honda,Honda City,2021,9.0,Third Party insurance,30000.0,17.4,1497,5,Others,Delhi
3768,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,6.5,Comprehensive,42000.0,17.52,1197,5,Blue,Delhi
3769,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2023,11.75,Comprehensive,600.0,20.04,1462,5,Silver,Delhi
3770,Petrol,Sedan,Manual,3,Chevrolet,Chevrolet Optra,2010,1.86,Third Party insurance,30000.0,12.9,1598,5,Others,Delhi
3771,Petrol,Sedan,Manual,1,Nissan,Nissan Sunny,2012,2.5,Third Party insurance,70000.0,16.95,1498,5,Silver,Delhi
3772,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,4.25,Not Available,136288.0,22.54,1396,5,Polar White,Delhi
3773,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,4.25,Third Party insurance,48000.0,18.9,1197,5,White,Delhi
3774,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,5.23,Third Party,49707.0,18.9,1197,5,Silver,Delhi
3775,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,2.4,Comprehensive,59443.0,19.4,1198,5,White,Delhi
3776,Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire Tour,2022,7.54,Third Party insurance,30000.0,31.12,1197,5,Others,Delhi
3777,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2017,12.85,Comprehensive,52000.0,16.0,1368,5,Grey,Delhi
3778,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2019,13.17,Zero Dep,40398.0,15.1,2179,7,Silver,Delhi
3779,Petrol,SUV,Manual,1,Jeep,Jeep Compass,2019,14.65,Third Party insurance,50000.0,16.0,1368,5,White,Delhi
3780,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,4.91,Comprehensive,84181.0,18.6,1197,5,Silver,Delhi
3781,Petrol,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,5.5,Third Party insurance,10000.0,18.15,1198,6,Red,Delhi
3782,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.18,Third Party insurance,66434.0,28.4,1248,5,Others,Delhi
3783,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,7.75,Third Party insurance,40000.0,14.8,1497,5,White,Delhi
3784,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2007,80.0,Third Party insurance,100000.0,18.9,1061,5,Black,Delhi
3785,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,7.75,Third Party insurance,40000.0,14.8,1497,5,White,Delhi
3786,Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2013,4.0,Third Party insurance,100000.0,14.0,2179,7,Black,Delhi
3787,Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2018,33.5,Comprehensive,51800.0,15.04,2755,7,White,Delhi
3788,Petrol,Sedan,Manual,5,Honda,Honda Civic,2010,2.0,Third Party insurance,100000.0,14.8,1799,5,Others,Delhi
3789,Petrol,Sedan,Manual,5,Honda,Honda Civic,2010,2.0,Third Party insurance,100000.0,14.8,1799,5,Others,Delhi
3790,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2019,5.1,Third Party insurance,70000.0,18.6,1197,5,Others,Delhi
3791,Diesel,SUV,Automatic,1,Audi,Audi Q3,2013,8.7,Third Party insurance,87000.0,15.73,1968,5,White,Delhi
3792,Petrol,MUV,Manual,1,Maruti,Maruti XL6,2021,11.0,Third Party insurance,7000.0,19.01,1462,6,Grey,Delhi
