,Fuel_type,Body_type,transmission,ownerNo,brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,seat,Color,city
202,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,8.03,Zero Dep,22162.0,21.4,1197,5,Silver,Banglore
203,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,3.2,Third Party insurance,70000.0,17.92,1086,5,Others,Banglore
204,Diesel,Sedan,Manual,1,Honda,Honda City,2017,8.04,Comprehensive,115331.0,26.0,1498,5,Silver,Banglore
205,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,14.0,Third Party insurance,70000.0,10.0,2148,5,Others,Banglore
206,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,5.48,Comprehensive,42233.0,22.38,1197,5,White,Banglore
207,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,6.19,Comprehensive,20941.0,18.9,1197,5,Others,Banglore
208,Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,10.0,Third Party insurance,50000.0,24.3,1248,5,Red,Banglore
209,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,8.65,Comprehensive,46602.0,17.5,1199,5,Brown,Banglore
210,Diesel,SUV,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,10.0,Third Party insurance,50000.0,11.18,2696,7,White,Banglore
211,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2014,5.35,Comprehensive,104000.0,25.2,1248,5,Red,Banglore
212,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,9.75,Comprehensive,90000.0,23.0,1498,5,Brown,Banglore
213,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.99,Third Party insurance,50035.0,21.4,1197,5,Blue,Banglore
214,Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,11.5,Third Party insurance,80000.0,17.57,1199,5,Gray,Banglore
215,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,6.25,Comprehensive,90000.0,18.6,1197,5,Maroon,Banglore
216,Diesel,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,10.0,Third Party insurance,90000.0,14.21,2143,5,Others,Banglore
217,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2011,6.0,Third Party insurance,120000.0,21.43,1364,5,Silver,Banglore
218,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.75,Third Party,25170.0,22.41,1197,5,Blue,Banglore
219,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2021,8.93,Comprehensive,25022.0,20.65,1462,5,Others,Banglore
220,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.2,Third Party insurance,100000.0,22.9,1248,5,Others,Banglore
221,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,9.41,Zero Dep,26367.0,20.65,1462,5,Others,Banglore
222,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Elantra,2015,6.3,Zero Dep,76567.0,14.5,1797,5,Silver,Banglore
223,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,120000.0,12.99,2494,7,Others,Banglore
224,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2015,5.25,Comprehensive,36459.0,18.9,1197,5,Red,Banglore
225,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2016,7.5,Comprehensive,93725.0,23.65,1248,5,Grey,Banglore
226,Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,6.32,Comprehensive,115599.0,19.12,1373,5,Silver,Banglore
227,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.45,Zero Dep,43469.0,22.41,1197,5,Red,Banglore
228,Petrol,Sedan,Manual,4,Ford,Ford Ikon,2005,5.0,Third Party insurance,70000.0,13.8,1299,5,Others,Banglore
229,Diesel,SUV,Automatic,2,BMW,BMW X5,2019,67.95,Comprehensive,77000.0,13.38,2993,5,White,Banglore
230,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.5,Comprehensive,100000.0,24.3,1248,5,Red,Banglore
231,Petrol,Sedan,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,2.99,Third Party insurance,72000.0,14.7,1999,5,Silver,Banglore
232,Diesel,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,20.95,Comprehensive,77000.0,16.36,2179,5,Blue,Banglore
233,Diesel,SUV,Automatic,1,Audi,Audi Q7,2013,28.0,Comprehensive,87101.0,12.07,2967,7,White,Banglore
234,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2021,9.99,Third Party,40771.0,18.24,999,5,Silver,Banglore
235,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,8.25,Comprehensive,28000.0,18.7,1199,5,Silver,Banglore
236,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,2.5,Comprehensive,40000.0,18.9,1061,5,Silver,Banglore
237,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,12.95,Comprehensive,26000.0,18.15,998,5,White,Banglore
238,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.29,Comprehensive,76032.0,18.9,998,5,Silver,Banglore
239,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,6.66,Comprehensive,113780.0,21.56,1462,5,Blue,Banglore
240,Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,22.9,Third Party insurance,24000.0,20.38,1968,5,White,Banglore
241,Diesel,SUV,Manual,2,Hyundai,Hyundai Venue,2020,10.26,Third Party,65812.0,23.7,1493,5,White,Banglore
242,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,17.0,Third Party insurance,10000.0,17.2,999,5,Red,Banglore
243,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.81,Zero Dep,39959.0,21.4,1197,5,Orange,Banglore
244,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,16.9,Third Party insurance,10000.0,14.2,1999,7,Others,Banglore
245,Petrol,Hatchback,Manual,3,Maruti,Maruti Alto K10,2016,3.18,Third Party insurance,65484.0,24.39,998,5,Others,Banglore
246,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.88,Comprehensive,49174.0,21.4,1197,5,Red,Banglore
247,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,13.0,Third Party insurance,20000.0,20.08,999,5,Red,Banglore
248,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,2.65,Third Party insurance,50000.0,20.36,1197,5,Others,Banglore
249,Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2018,6.45,Third Party insurance,40000.0,22.0,1197,5,Others,Banglore
250,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,20.0,Third Party insurance,30000.0,14.2,1999,7,White,Banglore
251,Petrol,Coupe,Automatic,3,BMW,BMW 3 Series,2007,9.0,Third Party insurance,50000.0,10.9,2497,5,Others,Banglore
252,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,6.2,Third Party insurance,80000.0,21.21,1197,5,Others,Banglore
253,Petrol,SUV,Manual,1,MG,MG Astor,2022,14.7,Third Party insurance,20000.0,15.43,1498,5,Others,Banglore
254,Cng,Sedan,Manual,1,Hyundai,Hyundai Accent,2010,2.2,Third Party insurance,70000.0,13.2,1495,5,Others,Banglore
255,Diesel,Sedan,Automatic,1,Audi,Audi A4,2014,14.75,Third Party insurance,90000.0,17.11,1968,5,Others,Banglore
256,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,4.15,Third Party insurance,40000.0,21.74,999,5,Blue,Banglore
257,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,6.1,Comprehensive,63797.0,18.7,1199,5,Brown,Banglore
258,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,5.6,Comprehensive,60216.0,18.9,1197,5,Red,Banglore
259,Petrol,Hatchback,Automatic,2,Maruti,Maruti Alto K10,2015,4.25,Third Party insurance,10000.0,23.95,998,5,Others,Banglore
260,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.86,Comprehensive,38153.0,21.4,1197,5,Silver,Banglore
261,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.17,Comprehensive,76485.0,22.38,1197,5,Silver,Banglore
262,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,3.85,Third Party insurance,40000.0,20.51,998,5,Others,Banglore
263,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.75,Comprehensive,40623.0,21.4,1197,5,Blue,Banglore
264,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,18000.0,19.27,2143,5,Red,Banglore
265,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.99,Third Party insurance,88051.0,22.38,1197,5,Red,Banglore
266,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,7.74,Third Party,16522.0,22.38,1197,5,Others,Banglore
267,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2019,14.75,Third Party insurance,70000.0,16.3,1956,5,Others,Banglore
268,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,2.4,Third Party insurance,80000.0,18.9,1061,5,Others,Banglore
269,Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,10.25,Third Party insurance,50000.0,23.7,1396,5,Others,Banglore
270,Petrol,SUV,Manual,1,Tata,Tata Nexon,2023,14.0,Third Party insurance,10000.0,17.33,1199,5,Others,Banglore
271,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,2.85,Third Party insurance,57000.0,21.1,814,5,Silver,Banglore
272,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,110000.0,16.0,2179,7,Others,Banglore
273,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,7.8,Third Party insurance,10000.0,21.4,1197,5,Red,Banglore
274,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.75,Third Party insurance,50000.0,18.6,1197,5,Others,Banglore
275,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,7.5,Third Party insurance,120000.0,20.0,1497,5,Red,Banglore
276,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,5.55,Comprehensive,35469.0,18.9,1197,5,Grey,Banglore
277,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2017,6.07,Third Party insurance,40073.0,18.7,1199,5,Others,Banglore
278,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,5.14,Third Party insurance,65730.0,18.9,1197,5,Red,Banglore
279,Petrol,Sedan,Manual,2,Maruti,Maruti Baleno,2005,2.5,Third Party insurance,120000.0,15.4,1590,5,Silver,Banglore
280,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,7.05,Third Party,36184.0,21.4,1197,5,Silver,Banglore
281,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.53,Comprehensive,69310.0,21.4,1197,5,White,Banglore
282,Petrol,Sedan,Automatic,1,Honda,Honda City,2015,8.72,Third Party insurance,55643.0,18.0,1497,5,White,Banglore
283,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2017,5.64,Third Party insurance,62803.0,18.9,1197,5,Red,Banglore
284,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2011,3.7,Third Party insurance,90000.0,22.07,1199,5,Others,Banglore
285,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.5,Third Party insurance,68656.0,22.38,1197,5,Silver,Banglore
286,Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2016,5.17,Comprehensive,77501.0,18.7,1199,5,Brown,Banglore
287,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,6.2,Third Party insurance,40000.0,20.85,1197,5,Others,Banglore
288,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,6.2,Third Party insurance,40000.0,20.85,1197,5,Others,Banglore
289,Petrol,Sedan,Automatic,1,Honda,Honda City,2014,7.5,Third Party insurance,48325.0,18.0,1497,5,White,Banglore
290,Petrol,SUV,Manual,1,Tata,Tata Nexon,2022,12.2,Third Party insurance,30000.0,17.57,1199,5,Others,Banglore
291,Diesel,Hatchback,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,13.5,Comprehensive,100000.0,14.8,2143,5,White,Banglore
292,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.75,Comprehensive,69000.0,22.0,1197,5,White,Banglore
293,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,12.5,Third Party insurance,110000.0,17.1,1956,5,Others,Banglore
294,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2016,8.68,Third Party insurance,50000.0,17.01,1591,5,Others,Banglore
295,Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,30.0,Third Party insurance,60000.0,14.11,2199,8,White,Banglore
296,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,20000.0,20.0,998,5,Others,Banglore
297,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2022,9.0,Third Party,14999.0,22.56,1197,5,White,Banglore
298,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2016,5.5,Comprehensive,90773.0,18.7,1199,5,White,Banglore
299,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2012,4.5,Third Party insurance,90000.0,20.5,1598,5,Gray,Banglore
300,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,6.1,Zero Dep,64917.0,20.4,1197,5,White,Banglore
301,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,5.43,Comprehensive,70235.0,18.7,1199,5,Brown,Banglore
302,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,30000.0,20.0,998,5,Others,Banglore
303,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,5.35,Zero Dep,78782.0,18.7,1199,5,Brown,Banglore
304,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2014,8.5,Comprehensive,164000.0,15.1,2179,7,O Purple,Banglore
305,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2016,6.61,Third Party insurance,72136.0,20.73,1373,5,Silver,Banglore
306,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.05,Comprehensive,52486.0,22.38,1197,5,Others,Banglore
307,Diesel,Sedan,Automatic,1,Skoda,Skoda Laura,2007,4.5,Third Party insurance,150000.0,15.6,1896,5,Black,Banglore
308,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,8.65,Third Party insurance,36887.0,17.5,1199,5,Silver,Banglore
309,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,9.99,Comprehensive,47962.0,18.27,998,5,Blue,Banglore
310,Diesel,SUV,Manual,1,Nissan,Nissan Terrano,2014,5.95,Comprehensive,135000.0,20.45,1461,5,Silver,Banglore
311,Petrol,Sedan,Automatic,2,Skoda,Skoda Superb,2018,23.65,Comprehensive,47398.0,14.67,1798,5,Brown,Banglore
312,Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2012,4.0,Third Party insurance,50000.0,14.6,1368,5,Gray,Banglore
313,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,5.5,Third Party insurance,100000.0,19.3,1248,5,White,Banglore
314,Diesel,SUV,Automatic,1,BMW,BMW X4,2020,60.5,Comprehensive,55000.0,14.71,2993,5,White,Banglore
315,Diesel,SUV,Automatic,2,BMW,BMW X3,2011,16.0,Comprehensive,110000.0,16.55,1995,5,Black,Banglore
316,Petrol,Hatchback,Automatic,3,Volkswagen,Volkswagen Polo,2013,5.2,Third Party insurance,90000.0,17.21,1197,5,Others,Banglore
317,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.16,Zero Dep,116624.0,21.4,1197,5,Blue,Banglore
318,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2019,7.95,Zero Dep,54561.0,21.56,1462,5,Silver,Banglore
319,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,120000.0,12.99,2494,7,Others,Banglore
320,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,6.24,Comprehensive,65072.0,18.7,1199,5,Red,Banglore
321,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.49,Zero Dep,133532.0,18.9,1197,5,Others,Banglore
322,Diesel,MUV,Manual,3,Toyota,Toyota Innova,2010,7.6,Third Party insurance,120000.0,11.4,2494,7,Others,Banglore
323,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,5.24,Comprehensive,39886.0,22.41,1197,5,Orange,Banglore
324,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2019,16.5,Third Party insurance,80000.0,15.1,2179,7,White,Banglore
325,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.83,Comprehensive,56976.0,25.2,1248,5,Others,Banglore
326,Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2020,11.47,Zero Dep,68303.0,17.69,999,5,White,Banglore
327,Petrol,Hatchback,Automatic,2,Mini,Mini Cooper,2013,17.5,Third Party insurance,80000.0,13.6,1598,4,Red,Banglore
328,Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,2016,8.25,Comprehensive,54000.0,21.72,1498,5,Grey,Banglore
329,Diesel,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,31.5,Third Party insurance,98500.0,12.51,2179,7,White,Banglore
330,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2018,7.55,Third Party insurance,72348.0,16.2,1199,5,Grey,Banglore
331,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,8.75,Comprehensive,70000.0,13.0,1591,5,Silver,Banglore
332,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2021,8.55,Third Party,62696.0,17.74,999,5,White,Banglore
333,Diesel,SUV,Automatic,3,Toyota,Toyota Fortuner,2014,18.45,Comprehensive,174000.0,12.55,2982,7,White,Banglore
334,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,Comprehensive,65000.0,18.9,1197,5,Orange,Banglore
335,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.5,Comprehensive,36000.0,18.9,1197,5,Silver,Banglore
336,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2011,9.5,Comprehensive,199000.0,12.8,2494,7,White,Banglore
337,Petrol,Sedan,Automatic,1,Honda,Honda City,2018,8.46,Zero Dep,71905.0,18.0,1497,5,Brown,Banglore
338,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2013,4.24,Comprehensive,69748.0,22.38,1197,5,Red,Banglore
339,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2008,2.1,Comprehensive,44000.0,19.7,796,5,Maroon,Banglore
340,Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2021,9.59,Third Party insurance,17875.0,17.1,1496,5,Red,Banglore
341,Petrol,SUV,Manual,1,Renault,Renault Duster,2020,8.89,Comprehensive,95678.0,16.42,1330,5,White,Banglore
342,Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,8.5,Third Party insurance,12003.0,19.03,999,5,Silver,Banglore
343,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2018,8.36,Comprehensive,114427.0,23.0,1498,5,Red,Banglore
344,Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,6.6,Third Party insurance,20000.0,19.03,999,5,Others,Banglore
345,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,3.34,Comprehensive,64655.0,19.4,1198,5,White,Banglore
346,Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2018,5.94,Third Party insurance,46456.0,18.15,1198,6,Red,Banglore
347,Petrol,SUV,Automatic,1,Renault,Renault Kiger,2021,9.91,Third Party insurance,20000.0,18.24,999,5,Others,Banglore
348,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,14.5,Third Party insurance,50000.0,17.1,1956,5,Others,Banglore
349,Diesel,Sedan,Manual,4,Volkswagen,Volkswagen Vento,2011,2.19,Third Party insurance,90000.0,20.54,1598,5,Others,Banglore
350,Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2022,12.85,Third Party insurance,20000.0,18.59550782650257,1493,5,Others,Banglore
351,Petrol,SUV,Automatic,1,Volvo,Volvo XC40,2021,41.95,Comprehensive,27000.0,18.59550782650257,1969,5,White,Banglore
352,Diesel,MUV,Manual,3,Toyota,Toyota Innova,2008,4.55,Third Party insurance,150000.0,12.8,2494,8,Others,Banglore
353,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,8.25,Third Party insurance,10000.0,22.35,1197,5,Others,Banglore
354,Petrol,Sedan,Manual,1,Honda,Honda City,2018,8.25,Third Party insurance,40000.0,17.4,1497,5,Others,Banglore
355,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,9.2,Third Party insurance,40000.0,23.0,1498,5,Blue,Banglore
356,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,20000.0,19.27,2143,5,Others,Banglore
357,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2017,7.29,Third Party,91598.0,22.77,1498,5,Red,Banglore
358,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,4.32,Comprehensive,57521.0,25.24,998,5,Others,Banglore
359,Diesel,SUV,Manual,1,Renault,Renault Duster,2016,7.0,Third Party insurance,100000.0,19.87,1461,5,Others,Banglore
360,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,14.99,Comprehensive,7598.0,17.7,1497,5,Others,Banglore
361,Petrol,SUV,Manual,1,Renault,Renault Duster,2017,7.62,Comprehensive,38520.0,13.06,1598,5,Brown,Banglore
362,Petrol,SUV,Manual,1,MG,MG Astor,2022,16.25,Third Party insurance,20000.0,15.43,1498,5,Others,Banglore
363,Diesel,SUV,Manual,2,Renault,Renault Duster,2014,6.32,Comprehensive,110455.0,20.45,1461,5,Brown,Banglore
364,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,12.18,Comprehensive,26901.0,18.15,998,5,Red,Banglore
365,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,5.24,Zero Dep,65376.0,18.9,1197,5,White,Banglore
366,Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2018,14.05,Comprehensive,28177.0,15.1,2179,7,Red,Banglore
367,Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,13.9,Third Party insurance,10000.0,18.2,998,5,Others,Banglore
368,Petrol,SUV,Automatic,1,MG,MG Hector,2021,18.9,Comprehensive,30000.0,18.59550782650257,1451,5,White,Banglore
369,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,12.75,Third Party insurance,27000.0,13.0,1591,5,White,Banglore
370,Petrol,Hatchback,Automatic,3,Hyundai,Hyundai i10,2010,2.75,Third Party insurance,90000.0,19.2,1197,5,Others,Banglore
371,Petrol,Sedan,Manual,1,Honda,Honda City,2022,11.25,Third Party insurance,20000.0,17.4,1497,5,Others,Banglore
372,Petrol,Sedan,Automatic,1,Honda,Honda City,2016,6.5,Comprehensive,82998.0,18.0,1497,5,Red,Banglore
373,Petrol,Sedan,Automatic,3,Audi,Audi A4,2010,7.0,Third Party insurance,110000.0,12.3,1781,5,White,Banglore
374,Petrol,Sedan,Manual,1,Honda,Honda City,2019,11.0,Third Party insurance,14500.0,17.14,1497,5,Grey,Banglore
375,Diesel,Sedan,Manual,3,Mahindra,Mahindra Verito,2016,2.6,Third Party insurance,120000.0,21.03,1461,5,White,Banglore
376,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i10,2010,3.95,Comprehensive,68000.0,19.2,1197,5,Silver,Banglore
377,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2019,6.81,Third Party insurance,25887.0,20.14,1197,5,White,Banglore
378,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.05,Comprehensive,74094.0,21.7,998,5,Others,Banglore
379,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2018,7.65,Comprehensive,40000.0,19.0,1199,5,White,Banglore
380,Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,2014,4.87,Third Party,91045.0,23.2,1248,5,Red,Banglore
381,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,14.74,Third Party insurance,80033.0,15.1,2179,7,White,Banglore
382,Diesel,SUV,Automatic,2,Mahindra,Mahindra XUV500,2017,13.4,Third Party insurance,70000.0,16.0,2179,7,Others,Banglore
383,Petrol,MUV,Automatic,1,Renault,Renault Triber,2021,7.7,Comprehensive,13957.0,18.2,999,7,Blue,Banglore
384,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,8.18,Third Party insurance,34140.0,21.4,1197,5,Grey,Banglore
385,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,7.24,Comprehensive,20056.0,17.0,1497,5,White,Banglore
386,Petrol,Hatchback,Automatic,3,Maruti,Maruti Celerio,2016,4.68,Comprehensive,38233.0,26.0,998,5,Red,Banglore
387,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2013,5.0,Third Party insurance,100000.0,14.69,1390,5,White,Banglore
388,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2016,6.0,Third Party insurance,50000.0,22.77,1498,5,Blue,Banglore
389,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2017,13.5,Third Party insurance,70000.0,16.0,2179,7,Others,Banglore
390,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,Comprehensive,44000.0,18.9,1197,5,Orange,Banglore
391,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Getz,2006,1.75,Third Party insurance,90000.0,15.3,1341,5,Gray,Banglore
392,Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,7.25,Third Party insurance,30000.0,19.12,1373,5,Others,Banglore
393,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.5,Third Party insurance,50000.0,18.9,1197,5,Others,Banglore
394,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,6.5,Comprehensive,98000.0,22.0,1197,5,White,Banglore
395,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,7.75,Comprehensive,47000.0,18.2,1199,5,Green,Banglore
396,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,9.0,Third Party insurance,70000.0,17.0,1591,5,Others,Banglore
